building_id,city,area,community,complex,building
3903,dubai,international city,w residences,,al helal al zahby 2 building
3904,dubai,international city,w residences,,global green view 2
3905,dubai,international city,w residences,,prime residence 1
3906,dubai,international city,w residences,,lady ratan manor
3907,dubai,dubai marina,w residences,,rove dubai marina
3908,sharjah,al khan,w residences,,bin kamil tower al khan
3909,dubai,dubai marina,w residences,,al majara dubai marina
3910,dubai,dubai marina,w residences,,the point dubai marina
3911,sharjah,al majaz,w residences,,nasser centre al majaz
3912,sharjah,al majaz,w residences,,al muhaira building al majaz
3913,sharjah,al majaz,w residences,,al almi building al majaz
3914,dubai,jbr,w residences,,five luxe jbr
3915,sharjah,al nahda,w residences,,loota building al nahda
3916,sharjah,al nahda,w residences,,sahara tower 5 al nahda
3917,sharjah,al nahda,w residences,,al rayyan complex al nahda sharjah
3918,sharjah,al nahda,w residences,,musallah building sharjah
3919,sharjah,al nahda,w residences,,al tayer building al nahda
3920,sharjah,al nahda,w residences,,orchids tower al nahda
3921,sharjah,al nahda,w residences,,kanoon building al nahda
3922,dubai,jumeirah village circle (jvc),w residences,,al yousuf towers jvc
3923,dubai,jumeirah village circle (jvc),w residences,,al jaziah building jvc
3924,dubai,jumeirah village circle (jvc),w residences,,city apartments jvc
3925,dubai,jumeirah village circle (jvc),w residences,,al zain residence jvc
3926,dubai,jumeirah village circle (jvc),w residences,,jeewar tower jvc
3927,dubai,jumeirah village circle (jvc),w residences,,mulberry 2 jvc
3928,dubai,jumeirah village circle (jvc),w residences,,oakville jvc
3929,dubai,jumeirah village circle (jvc),w residences,,autumn cluster jvc
3930,dubai,jumeirah village circle (jvc),w residences,,al zain residence jvc
3931,dubai,al barsha,w residences,,al telal 5 building al barsha
3932,dubai,al barsha,w residences,,dunes residence al barsha
3933,dubai,sheikh zayed road,w residences,,al rostamani tower b sheikh zayed road
3934,dubai,difc,w residences,,difc living
3935,dubai,difc,w residences,,sky gardens difc
3936,dubai,sheikh zayed road,w residences,,rolex tower sheikh zayed road
3937,dubai,al barsha,w residences,,arabian gulf hotel apartments al barsha
3938,dubai,al barsha,w residences,,saleh bin lahej 361 al barsha
3939,dubai,al barsha,w residences,,rose 1 building al barsha
3940,dubai,al barsha,w residences,,holiday inn al barsha
3941,dubai,al barsha,w residences,,al sayegh building al barsha
3942,dubai,al barsha,w residences,,al owais building al barsha dubai
3943,dubai,al barsha,w residences,,hadia tower al barsha
3944,dubai,al barsha,w residences,,sheikha noora building al barsha 1
3945,dubai,al barsha,w residences,,lama building al barsha
3946,dubai,al barsha,w residences,,emerald a al barsha
3947,dubai,al barsha,w residences,,twin towers al barsha
3948,dubai,al barsha,w residences,,sama building al barsha dubai
3949,dubai,dubai investments park,w residences,,schon business park
3950,dubai,discovery gardens,w residences,,building 24 discovery gardens
3951,dubai,discovery gardens,w residences,,building 25 discovery gardens
3952,dubai,discovery gardens,w residences,,building 44 discovery gardens
3953,dubai,discovery gardens,w residences,,building 81 discovery gardens
3954,dubai,discovery gardens,w residences,,building 52 discovery gardens
3955,dubai,discovery gardens,w residences,,building 102 discovery gardens
3956,dubai,discovery gardens,w residences,,building 70 discovery gardens
3957,dubai,discovery gardens,w residences,,mediterranean cluster discovery gardens
3958,dubai,discovery gardens,w residences,,mesoamerican discovery gardens
3959,dubai,dubai investments park,w residences,,union residence 1 building a
3960,dubai,dubai investments park,w residences,,arenco building block 2
3961,dubai,jumeirah lake towers (jlt),w residences,,swiss tower jlt
3962,dubai,jumeirah lake towers (jlt),w residences,,pullman jlt
3963,dubai,downtown dubai,w residences,,reehan 4 old town
3964,dubai,downtown dubai,w residences,,yansoon 7 old town dubai
3965,dubai,downtown dubai,w residences,,reehan 2 old town dubai
3966,dubai,business bay,w residences,,jumeirah living business bay
3967,dubai,business bay,w residences,,noor tower business bay
3968,dubai,business bay,w residences,,the exchange tower business bay
3969,dubai,business bay,w residences,,51 tower business bay
3970,dubai,dubai waterfront,w residences,,manara 3
3971,dubai,dubai waterfront,w residences,,manara 6
3972,dubai,dubai waterfront,w residences,,manara 4
3973,dubai,dubai waterfront,w residences,,manara 5
3974,dubai,dubai waterfront,w residences,,manara 1
3975,dubai,the gardens,w residences,,the gardens apartments 8
3976,dubai,the gardens,w residences,,the gardens apartments 1
3977,dubai,the gardens,w residences,,the gardens apartments 4
3978,dubai,the gardens,w residences,,the gardens building 7
3979,dubai,the gardens,w residences,,the gardens apartments 5
3980,dubai,the gardens,w residences,,the gardens apartment 2
3981,dubai,the gardens,w residences,,the garden 6 apartment
3982,dubai,the gardens,w residences,,the gardens apartments 3
3983,dubai,the lagoons,w residences,,dubai creek residences north tower 3
3984,dubai,jumeirah village triangle (jvt),w residences,,the imperial residence b
3985,dubai,dubailand,w residences,,gala residence
3986,dubai,dubailand,w residences,,skycourts tower a
3987,dubai,dubailand,w residences,,skycourts tower c
3988,dubai,dubailand,w residences,,skycourts towers
3989,dubai,dubai residence complex,w residences,,j one tower
3990,dubai,dubailand,w residences,,windsor residence
3991,dubai,dubailand,w residences,,skycourts tower e
3992,dubai,dubai residence complex,w residences,,al sondos rosa 52 building
3993,dubai,dubai residence complex,w residences,,nuaimi residence
3994,dubai,dubailand,w residences,,skycourts tower f
3995,dubai,dubai residence complex,w residences,,al zarooni building dubailand
3996,dubai,the lagoons,w residences,,dubai creek residence south tower 3
3997,dubai,the lagoons,w residences,,dubai creek residence south tower 1
3998,dubai,the green,w residences,,al ghaf 1 building
3999,dubai,the views,w residences,,una riverside residence
4000,dubai,dubai marina,w residences,,5242 towers dubai marina
4001,dubai,downtown dubai,w residences,,ramada downtown dubai
4002,dubai,sheikh zayed road,w residences,,millennium tower sheikh zayed road
4003,dubai,palm jumeirah,w residences,,kempinski hotel residences palm jumeirah
4004,dubai,palm jumeirah,w residences,,fairmont north residence palm jumeirah
4005,sharjah,al nahda,w residences,,ali khalifa building al nahda dubai
4006,sharjah,al nahda,w residences,,al jabri tower 2 al nahda
4007,dubai,al barsha,w residences,,sand dunes apartments
4008,dubai,al barsha,w residences,,al sagr building
4009,dubai,culture village,w residences,,grayton house
4010,dubai,culture village,w residences,,tower 4
4011,dubai,culture village,w residences,,manazel al khor
4012,dubai,dubai culture village,w residences,,niloofar tower
4013,dubai,al warqaa,w residences,,hilal 2 building al warqaa
4014,dubai,al warqa,w residences,,al warqa western residence
4015,dubai,al warqa,w residences,,zam zam building
4016,dubai,al warqa,w residences,,al shawi building al warqa
4017,dubai,umm ramool,w residences,,al fattan sky tower 1
4018,dubai,umm ramool,w residences,,ajd building
4019,dubai,umm ramool,w residences,,al fattan sky towers
4020,dubai,umm ramool,w residences,,al fattan sky tower 2
4021,dubai,al garhoud,w residences,,dana al garhoud building
4022,dubai,al karama,w residences,,al attar business centre karama
4023,dubai,al jaddaf,w residences,,the probe building al jaddaf
4024,dubai,al jaddaf,w residences,,al durrah 7 building
4025,dubai,downtown jebel ali,w residences,,the galleries 3
4026,dubai,downtown jebel ali,w residences,,suburbia tower 1
4027,dubai,downtown jebel ali,w residences,,suburbia tower 2
4028,dubai,downtown jebel ali,w residences,,the galleries 4
4029,dubai,downtown jebel ali,w residences,,the galleries 1
4030,dubai,dubai industrial park,w residences,,al sondos residences 2
4031,dubai,dubai industrial park,w residences,,al sondos residences 3
4032,dubai,dubai industrial park,w residences,,al haseen residences
4033,dubai,jumeirah,w residences,,city walk building 15 jumeirah
4034,dubai,damac hills,w residences,,loreto 2a
4035,dubai,damac hills,w residences,,golf promenade
4036,dubai,damac hills,w residences,,golf vista
4037,dubai,dip,w residences,,centurion residences
4038,dubai,dip,w residences,,ewan residence
4039,dubai,dip,w residences,,rdk block d
4040,dubai,silicon oasis,w residences,,art 9 dubai silicon oasis
4041,dubai,silicon oasis,w residences,,palace tower 1 silicon oasis
4042,dubai,difc,w residences,,maze tower
4043,dubai,jumeirah village circle (jvc),w residences,,florence 1
4044,sharjah,muwailih commercial,w residences,,al falasi building
4045,sharjah,muwailih commercial,w residences,,sib building
4046,sharjah,muwailih commercial,w residences,,the square 1
4047,dubai,muhaisnah,w residences,,dunes residence
4048,dubai,muhaisnah,w residences,,rafraf building
4049,dubai,muhaisnah,w residences,,muhaisnah plaza
4050,dubai,muhaisnah,w residences,,concord 3
4051,dubai,muhaisnah,w residences,,madinat badr
4052,dubai,muhaisnah,w residences,,awqaf building - 232
4053,dubai,nad al hamar,w residences,,amaya plaza
4054,dubai,nad al hamar,w residences,,saleh bin lahej
4055,dubai,nad al hamar,w residences,,hassani 20
4056,dubai,mina rashid,w residences,,ocean point
4057,dubai,madinat jumeirah living,w residences,,al jazi
4058,dubai,madinat jumeirah living,w residences,,lamaa
4059,dubai,madinat jumeirah living,w residences,,elara
4060,dubai,madinat jumeirah living,w residences,,rahaal
4061,dubai,madinat jumeirah living,w residences,,lamtara
4062,dubai,al sufouh,w residences,,al sufouh suites
4063,dubai,al sufouh,w residences,,j5 building al sufouh
4064,dubai,al barsha,w residences,,zumurud mall of the emirates
4065,dubai,downtown jebel ali,w residences,,the galleries 2 building downtown jebel ali
4066,dubai,al furjan,w residences,,masakin al furjan
4067,dubai,dubai south,w residences,,mag 520 dubai south
4068,dubai,the greens,w residences,,al ghozlan the greens
4069,dubai,the views,w residences,,panorama at the views 4
4070,dubai,the views,w residences,,golf tower 2 the views
4071,dubai,international city,w residences,,al dana 1 international city
4072,dubai,international city,w residences,,t10 international city
4073,sharjah,al khan,w residences,,al maidan residential complex
4074,sharjah,al majaz,w residences,,mubarak al hasawi
4075,dubai,jumeirah lake towers (jlt),w residences,,upper house by ellington
4076,dubai,jumeirah lake towers (jlt),w residences,,banyan tree residences
4077,sharjah,al majaz,w residences,,business tower sharjah
4078,sharjah,al nahda,w residences,,abdullah hussain building
4079,sharjah,al nahda,w residences,,al zain tower
4080,sharjah,al qasimia,w residences,,white tower sharjah
4081,dubai,business bay,w residences,,amna tower al habtoor city
4082,dubai,silicon oasis,w residences,,icon tower dso
4083,dubai,silicon oasis,w residences,,silicon gates 4
4084,dubai,al karama,w residences,,al habbai building
4085,dubai,downtown jebel ali,w residences,,rove at the park
4086,dubai,downtown jebel ali,w residences,,jewellery and gemplex 1
4087,dubai,jebel ali village,w residences,,tulip oasis 5
4088,dubai,impz,w residences,,h39 building
4089,dubai,szr,w residences,,al kawakeb building
4090,dubai,szr,w residences,,ascott park place dubai
4091,dubai,szr,w residences,,crowne plaza commercial tower
4092,dubai,palm jumeirah,w residences,,tiara ruby
4093,dubai,ras al khor,w residences,,sobha one
4094,dubai,umm suqeim,w residences,,asayel
4095,dubai,umm suqeim,w residences,,blue reef building
4096,sharjah,al khan,w residences,,golden crown tower sharjah
4097,sharjah,industrial area,w residences,,mirage 2 residence
4098,sharjah,industrial area,w residences,,sana building
4099,abu dhabi,hamdan street,w residences,,al masaood tower
4100,abu dhabi,hamdan street,w residences,,al ghaith tower
4101,dubai,downtown jebel ali,w residences,,damac suburbia
4102,dubai,town square,w residences,,zahra breeze apartments
4103,ajman,al nuaimiya,w residences,,al nuaimiya towers
4104,ajman,emirates city,w residences,,emirates pearls
4105,ajman,al amerah,w residences,,smart tower 1
4106,sharjah,abu shagara,w residences,,abu shagara tower
4107,abu dhabi,khalidiyah street,w residences,,montazah tower
4108,abu dhabi,electra street,w residences,,global tower
4109,abu dhabi,electra street,w residences,,sama tower - electra street
4110,abu dhabi,umm al nar,w residences,,ali & sons business centre
4111,dubai,arjan,w residences,,northside building
4112,abu dhabi,tourist club,w residences,,al aryam tower
4113,abu dhabi,tourist club,w residences,,jannah burj al sarab
4114,sharjah,al musalla,w residences,,lootha building al musalla
4115,dubai,dubai sports city,w residences,,najma tower b
4116,dubai,jumeirah,w residences,,le ciel at port de la mer
4117,dubai,deira,w residences,,amthel 1 building
4118,dubai,muhaisnah,w residences,,muhaisnah residence 1
4119,dubai,al wasl,w residences,,al wasl block c
4120,dubai,al wasl,w residences,,block b al wasl
